edge name,provenance
pirinixic acid/PPARA (ACTIVATION) GRIP1,CTD
pirinixic acid/PPARA (ACTIVATION) AGXT,CTD
pirinixic acid/PPARA (INHIBITION) FGF13,CTD
pirinixic acid/PPARA (INHIBITION) ZBTB17,CTD
pirinixic acid/PPARA (ACTIVATION) KRAS,CTD
pirinixic acid/PPARA (ACTIVATION) CCND1,CTD
pirinixic acid/PPARA (ACTIVATION) KEAP1,CTD
pirinixic acid/PPARA (ACTIVATION) SQSTM1,CTD
pirinixic acid/PPARA (ACTIVATION) CYP1A1,CTD
pirinixic acid/PPARA (ACTIVATION) CYP1A2,CTD
pirinixic acid/PPARA (INHIBITION) MAP3K20,CTD
pirinixic acid/PPARA (ACTIVATION) NR1H3,CTD
pirinixic acid/PPARA (ACTIVATION) NCOA6,CTD
pirinixic acid/PPARA (INHIBITION) HOXC4,CTD
pirinixic acid/PPARA (INHIBITION) SLC6A3,CTD
pirinixic acid/PPARA (ACTIVATION) DVL3,CTD
pirinixic acid/PPARA (ACTIVATION) CEBPA,CTD
pirinixic acid/PPARA (INHIBITION) MAF,CTD
pirinixic acid/PPARA (INHIBITION) PCBP4,CTD
pirinixic acid/PPARA (ACTIVATION) SPEN,CTD
pirinixic acid/PPARA (INHIBITION) ERAL1,CTD
pirinixic acid/PPARA (INHIBITION) HBP1,CTD
pirinixic acid/PPARA (INHIBITION) MITF,CTD
pirinixic acid/PPARA (ACTIVATION) TGIF1,CTD
pirinixic acid/PPARA (INHIBITION) CAV1,CTD
pirinixic acid/PPARA (INHIBITION) RNASEL,CTD
pirinixic acid/PPARA (INHIBITION) CALM3,CTD
pirinixic acid/PPARA (ACTIVATION) TSHB,CTD
pirinixic acid/PPARA (INHIBITION) KAT5,CTD
pirinixic acid/PPARA (INHIBITION) SGPP2,CTD
pirinixic acid/PPARA (ACTIVATION) VDAC2,CTD
pirinixic acid/PPARA (INHIBITION) PPP3CA,CTD
DEFA2 (ACTIVATION) COL1A1,CTD
TGFB2 (ACTIVATION) COL1A1,CTD
TGFB2 (ACTIVATION) COL1A2,CTD
TGFB2 (ACTIVATION) ACTA2,CTD
TGFB2 (ACTIVATION) FN1,CTD
TGFB2 (ACTIVATION) EP300,CTD
Disulfiram/Copper (ACTIVATION) COL5A1,CTD
Disulfiram/Copper (ACTIVATION) COL3A1,CTD
Disulfiram/Copper (INHIBITION) GEM,CTD
Disulfiram/Copper (ACTIVATION) COL1A2,CTD
Disulfiram/Copper (ACTIVATION) CDH11,CTD
Disulfiram/Copper (ACTIVATION) EFEMP1,CTD
Disulfiram/Copper (INHIBITION) SNAI1,CTD
Disulfiram/Copper (ACTIVATION) ITGA11,CTD
Disulfiram/Copper (ACTIVATION) VCAN,CTD
Disulfiram/Copper (ACTIVATION) POSTN,CTD
Disulfiram/Copper (INHIBITION) CRISPLD2,CTD
Disulfiram/Copper (ACTIVATION) COL12A1,CTD
Disulfiram/Copper (ACTIVATION) PDPN,CTD
Disulfiram/Copper (ACTIVATION) ITGA3,CTD
Disulfiram/Copper (ACTIVATION) SULF1,CTD
Disulfiram/Copper (ACTIVATION) AFAP1,CTD
Disulfiram/Copper (ACTIVATION) SCARF2,CTD
Disulfiram/Copper (ACTIVATION) PNMA2,CTD
Disulfiram/Copper (ACTIVATION) CCL2,CTD
Disulfiram/Copper (ACTIVATION) RGS11,CTD
Disulfiram/Copper (ACTIVATION) FSTL1,CTD
Disulfiram/Copper (INHIBITION) RASL11B,CTD
Disulfiram/Copper (INHIBITION) RAI2,CTD
Disulfiram/Copper (INHIBITION) SOX8,CTD
Disulfiram/Copper (INHIBITION) RRAD,CTD
Disulfiram/Copper (ACTIVATION) PDE5A,CTD
Disulfiram/Copper (INHIBITION) CILP,CTD
Disulfiram/Copper (ACTIVATION) LIMCH1,CTD
Disulfiram/Copper (INHIBITION) ADAMTS1,CTD
Disulfiram/Copper (INHIBITION) HSPB8,CTD
Disulfiram/Copper (INHIBITION) CRABP2,CTD
Disulfiram/Copper (ACTIVATION) KCNG1,CTD
Disulfiram/Copper (INHIBITION) CCL26,CTD
Disulfiram/Copper (ACTIVATION) EDIL3,CTD
Disulfiram/Copper (ACTIVATION) IL6,CTD
Disulfiram/Copper (INHIBITION) CRYAB,CTD
Disulfiram/Copper (ACTIVATION) SEL1L3,CTD
Disulfiram/Copper (ACTIVATION) HTR2B,CTD
Disulfiram/Copper (ACTIVATION) PTX3,CTD
Disulfiram/Copper (INHIBITION) NPTX2,CTD
Disulfiram/Copper (INHIBITION) MMP10,CTD
Disulfiram/Copper (INHIBITION) TPSAB1,CTD
Disulfiram/Copper (ACTIVATION) P3H3,CTD
Disulfiram/Copper (ACTIVATION) SLC25A37,CTD
Disulfiram/Copper (ACTIVATION) CEMIP,CTD
Disulfiram/Copper (INHIBITION) HES1,CTD
Disulfiram/Copper (INHIBITION) EGR1,CTD
Disulfiram/Copper (ACTIVATION) IL1B,CTD
Disulfiram/Copper (ACTIVATION) ACTA2,CTD
Disulfiram/Copper (INHIBITION) HSPA1A,CTD
Disulfiram/Copper (INHIBITION) HMOX1,CTD
Disulfiram/Copper (ACTIVATION) CALD1,CTD
Disulfiram/Copper (ACTIVATION) BDNF,CTD
Disulfiram/Copper (ACTIVATION) IL1A,CTD
Disulfiram/Copper (ACTIVATION) VEGFC,CTD
Disulfiram/Copper (ACTIVATION) APP,CTD
Disulfiram/Copper (INHIBITION) CXCR4,CTD
Disulfiram/Copper (ACTIVATION) SMAD3,CTD
Disulfiram/Copper (INHIBITION) FOS,CTD
Disulfiram/Copper (INHIBITION) SIRT1,CTD
Disulfiram/Copper (ACTIVATION) NFKB1,CTD
Disulfiram/Copper (INHIBITION) AGXT,CTD
Disulfiram/Copper (ACTIVATION) ETS1,CTD
Disulfiram/Copper (INHIBITION) GATA2,CTD
Disulfiram/Copper (INHIBITION) MT1L,CTD
Disulfiram/Copper (ACTIVATION) MAP3K20,CTD
Disulfiram/Copper (INHIBITION) SKI,CTD
Disulfiram/Copper (INHIBITION) ATF3,CTD
Disulfiram/Copper (ACTIVATION) NFKBIA,CTD
Disulfiram/Copper (INHIBITION) CHGA,CTD
Disulfiram/Copper (ACTIVATION) CCL5,CTD
Disulfiram/Copper (ACTIVATION) CDKN1B,CTD
Disulfiram/Copper (INHIBITION) PTMA,CTD
Disulfiram/Copper (INHIBITION) FOSB,CTD
Disulfiram/Copper (INHIBITION) PPIA,CTD
Disulfiram/Copper (INHIBITION) CSTB,CTD
SULF1 (ACTIVATION) COL1A1,CTD
SULF1 (ACTIVATION) ACTA2,CTD
SULF1 (ACTIVATION) VEGFA,CTD
SULF1 (ACTIVATION) JUN,CTD
SULF1 (ACTIVATION) CCND1,CTD
NR1I2 (ACTIVATION) COL1A1,CTD
NR1I2 (ACTIVATION) EGR2,CTD
NR1I2 (INHIBITION) GATA5,CTD
NR1I2 (INHIBITION) SULT1E1,CTD
NR1I2 (ACTIVATION) EGR1,CTD
NR1I2 (ACTIVATION) ACTA2,CTD
NR1I2 (ACTIVATION) EDN1,CTD
NR1I2 (ACTIVATION) PPARG,CTD
NR1I2 (ACTIVATION) HIF1A,CTD
NR1I2 (ACTIVATION) CFD,CTD
NR1I2 (ACTIVATION) EPAS1,CTD
NR1I2 (ACTIVATION) BMP4,CTD
NR1I2 (INHIBITION) CYP3A4,CTD
NR1I2 (ACTIVATION) JUN,CTD
NR1I2 (PART_OF) 4'-hydroxywarfarin/NR1I2,PathwayCommons
NR1I2 (PART_OF) RXRA/NR1I2,PathwayCommons
NR1I2 (PART_OF) 10-hydroxywarfarin/NR1I2,PathwayCommons
NR1I2 (PART_OF) Warfarin/NR1I2,PathwayCommons
NR1I2 (PART_OF) Rifampin/NR1I2,PathwayCommons
NR1I2 (PART_OF) Benzo(a)pyrene/NR1I2,PathwayCommons
NR1I2 (PART_OF) NCOA1/NR1I2,PathwayCommons
NR1I2 (PART_OF) benzo(c)phenanthrene/NR1I2,PathwayCommons
"NR1I2 (PART_OF) 7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide/NR1I2",PathwayCommons
"NR1I2 (PART_OF) benzo(c)phenanthrene 3,4-dihydrodiol/NR1I2",PathwayCommons
NR1I2 (PART_OF) SR 12813/NR1I2,PathwayCommons
"NR1I2 (PART_OF) benzo(a)pyrene 7,8-dihydrodiol/NR1I2",PathwayCommons
NR1I2 (INHIBITION) FOXA1,CTD
NR1I2 (ACTIVATION) CYP1A1,CTD
NR1I2 (ACTIVATION) EGR4,CTD
NR1I2 (ACTIVATION) NR1H4,CTD
NR1I2 (ACTIVATION) PPP3CA,CTD
NR1I2 (INHIBITION) HNF1A,CTD
IL1B (ACTIVATION) COL1A1,CTD
IL1B (ACTIVATION) MMP2,CTD
IL1B (ACTIVATION) CCL2,CTD
IL1B (INHIBITION) PTGS2,CTD
IL1B (ACTIVATION) PAPPA,CTD
IL1B (ACTIVATION) HAS2,CTD
IL1B (ACTIVATION) F3,CTD
IL1B (ACTIVATION) TGFB1,CTD
IL1B (ACTIVATION) IL6,CTD
IL1B (INHIBITION) ACAN,CTD
IL1B (INHIBITION) PTGES,CTD
IL1B (ACTIVATION) MUC1,CTD
IL1B (ACTIVATION) TERT,CTD
IL1B (ACTIVATION) CXCL8,CTD
IL1B (ACTIVATION) IL1B,CTD
IL1B (ACTIVATION) TNF,CTD
IL1B (INHIBITION) HMOX1,CTD
IL1B (ACTIVATION) TNFSF11,CTD
IL1B (ACTIVATION) CSF1,CTD
IL1B (ACTIVATION) IL1A,CTD
IL1B (ACTIVATION) CRP,CTD
IL1B (ACTIVATION) HMGB1,CTD
IL1B (ACTIVATION) PPARG,CTD
IL1B (ACTIVATION) TP53,CTD
IL1B (ACTIVATION) CTNNB1,CTD
IL1B (ACTIVATION) HIF1A,CTD
IL1B (ACTIVATION) CSF2,CTD
IL1B (ACTIVATION) ICAM1,CTD
IL1B (ACTIVATION) BMP2,CTD
IL1B (INHIBITION) ADIPOQ,CTD
IL1B (ACTIVATION) RELA,CTD
IL1B (ACTIVATION) INHBA,CTD
IL1B (ACTIVATION) JUN,CTD
IL1B (ACTIVATION) FOS,CTD
IL1B (ACTIVATION) NFKB1,CTD
IL1B (ACTIVATION) AREG,CTD
IL1B (ACTIVATION) TYMP,CTD
IL1B (ACTIVATION) SOD2,CTD
IL1B (ACTIVATION) CDKN1A,CTD
IL1B (ACTIVATION) MMP9,CTD
IL1B (ACTIVATION) CYP1A1,CTD
IL1B (ACTIVATION) IL12B,CTD
IL1B (INHIBITION) NFKBIA,CTD
IL1B (ACTIVATION) CCL5,CTD
IL1B (ACTIVATION) CAV1,CTD
IL1B (ACTIVATION) NFKB2,CTD
ACTA2 (INHIBITION) COL1A1,CTD
ACTA2 (INHIBITION) ACTA2,CTD
ACTA2 (INHIBITION) FN1,CTD
DEFA1 (ACTIVATION) COL1A1,CTD
LEP (ACTIVATION) COL1A1,CTD
LEP (ACTIVATION) CCL2,CTD
ABL1 (ACTIVATION) COL1A1,CTD
ABCB4 (ACTIVATION) COL1A1,CTD
ABCB4 (ACTIVATION) COL5A1,CTD
ABCB4 (ACTIVATION) COL3A1,CTD
ABCB4 (ACTIVATION) COL1A2,CTD
ABCB4 (ACTIVATION) MMP2,CTD
ABCB4 (ACTIVATION) COL6A1,CTD
ABCB4 (ACTIVATION) ELN,CTD
ABCB4 (ACTIVATION) TGFB1,CTD
ABCB4 (ACTIVATION) FN1,CTD
ABCB4 (ACTIVATION) PDGFB,CTD
EGF (ACTIVATION) GEM,CTD
EGF (INHIBITION) TGFB3,CTD
EGF (ACTIVATION) MMP2,CTD
EGF (ACTIVATION) PTGS2,CTD
EGF (ACTIVATION) TIMP1,CTD
EGF (ACTIVATION) CXCL12,CTD
EGF (ACTIVATION) HSPB8,CTD
EGF (ACTIVATION) LIF,CTD
EGF (ACTIVATION) TGFA,CTD
EGF (PART_OF) EGF/EGFR,PathwayCommons
EGF (ACTIVATION) EGR1,CTD
EGF (ACTIVATION) VEGFA,CTD
EGF (ACTIVATION) BMP6,CTD
EGF (INHIBITION) AR,CTD
EGF (ACTIVATION) CXCR4,CTD
EGF (ACTIVATION) JUN,CTD
EGF (ACTIVATION) FOS,CTD
EGF (ACTIVATION) EGFR,CTD
EGF (ACTIVATION) E2F3,CTD
EGF (ACTIVATION) RELB,CTD
EGF (ACTIVATION) AREG,CTD
EGF (ACTIVATION) STAT3,CTD
EGF (ACTIVATION) CCND1,CTD
EGF (ACTIVATION) CDKN1A,CTD
EGF (ACTIVATION) PLAUR,CTD
EGF (ACTIVATION) MMP9,CTD
EGF (ACTIVATION) CREM,CTD
EGF (ACTIVATION) MITF,CTD
EGF (ACTIVATION) RNASEH2A,CTD
EGF (ACTIVATION) PVT1,CTD
NSC 689534/Copper (ACTIVATION) GEM,CTD
NSC 689534/Copper (INHIBITION) COL1A2,CTD
NSC 689534/Copper (ACTIVATION) CCDC80,CTD
NSC 689534/Copper (ACTIVATION) EFEMP1,CTD
NSC 689534/Copper (INHIBITION) TSHZ3,CTD
NSC 689534/Copper (ACTIVATION) FBN1,CTD
NSC 689534/Copper (INHIBITION) DPYSL3,CTD
NSC 689534/Copper (ACTIVATION) CRISPLD2,CTD
NSC 689534/Copper (ACTIVATION) PCDH7,CTD
NSC 689534/Copper (INHIBITION) GLI3,CTD
NSC 689534/Copper (INHIBITION) F2R,CTD
NSC 689534/Copper (INHIBITION) SCD5,CTD
NSC 689534/Copper (ACTIVATION) MAP1B,CTD
NSC 689534/Copper (ACTIVATION) ITGA3,CTD
NSC 689534/Copper (INHIBITION) MARVELD1,CTD
NSC 689534/Copper (ACTIVATION) TAGLN,CTD
NSC 689534/Copper (INHIBITION) PRR16,CTD
NSC 689534/Copper (INHIBITION) PCDH18,CTD
NSC 689534/Copper (ACTIVATION) AXL,CTD
NSC 689534/Copper (ACTIVATION) TNFAIP6,CTD
NSC 689534/Copper (INHIBITION) KCTD12,CTD
NSC 689534/Copper (ACTIVATION) LAMC2,CTD
NSC 689534/Copper (ACTIVATION) NALCN,CTD
NSC 689534/Copper (ACTIVATION) PRSS23,CTD
NSC 689534/Copper (ACTIVATION) MSRB3,CTD
NSC 689534/Copper (INHIBITION) HAS2,CTD
NSC 689534/Copper (INHIBITION) PDGFRA,CTD
NSC 689534/Copper (INHIBITION) SULF2,CTD
NSC 689534/Copper (ACTIVATION) TPBG,CTD
NSC 689534/Copper (ACTIVATION) FHL2,CTD
NSC 689534/Copper (INHIBITION) ITGBL1,CTD
NSC 689534/Copper (INHIBITION) ITGB8,CTD
NSC 689534/Copper (INHIBITION) STMN3,CTD
NSC 689534/Copper (ACTIVATION) MFAP2,CTD
NSC 689534/Copper (ACTIVATION) RRAD,CTD
NSC 689534/Copper (INHIBITION) SHISA3,CTD
NSC 689534/Copper (INHIBITION) ADAMTS3,CTD
NSC 689534/Copper (ACTIVATION) PDE5A,CTD
NSC 689534/Copper (INHIBITION) PLCXD3,CTD
NSC 689534/Copper (INHIBITION) LIMCH1,CTD
NSC 689534/Copper (INHIBITION) GPR161,CTD
NSC 689534/Copper (ACTIVATION) TNXB,CTD
NSC 689534/Copper (INHIBITION) TBX1,CTD
NSC 689534/Copper (ACTIVATION) HSPB8,CTD
NSC 689534/Copper (INHIBITION) CRABP2,CTD
NSC 689534/Copper (ACTIVATION) PITPNM3,CTD
NSC 689534/Copper (ACTIVATION) QSOX1,CTD
NSC 689534/Copper (ACTIVATION) ANXA3,CTD
NSC 689534/Copper (ACTIVATION) NMNAT2,CTD
NSC 689534/Copper (INHIBITION) APBA2,CTD
NSC 689534/Copper (ACTIVATION) CCL26,CTD
NSC 689534/Copper (ACTIVATION) PIWIL4,CTD
NSC 689534/Copper (ACTIVATION) ESRP1,CTD
NSC 689534/Copper (ACTIVATION) PTPRR,CTD
NSC 689534/Copper (ACTIVATION) PTHLH,CTD
NSC 689534/Copper (ACTIVATION) IL1RL1,CTD
NSC 689534/Copper (ACTIVATION) CRYAB,CTD
NSC 689534/Copper (ACTIVATION) SEL1L3,CTD
NSC 689534/Copper (ACTIVATION) KRT80,CTD
NSC 689534/Copper (ACTIVATION) PROM1,CTD
NSC 689534/Copper (ACTIVATION) FA2H,CTD
NSC 689534/Copper (ACTIVATION) IL7R,CTD
NSC 689534/Copper (ACTIVATION) VEPH1,CTD
NSC 689534/Copper (ACTIVATION) KRT7,CTD
NSC 689534/Copper (ACTIVATION) FLNC,CTD
NSC 689534/Copper (INHIBITION) JPH1,CTD
NSC 689534/Copper (INHIBITION) EPCAM,CTD
NSC 689534/Copper (ACTIVATION) PTX3,CTD
NSC 689534/Copper (INHIBITION) GLB1L2,CTD
NSC 689534/Copper (ACTIVATION) TMEM156,CTD
NSC 689534/Copper (ACTIVATION) VLDLR,CTD
NSC 689534/Copper (ACTIVATION) LARP6,CTD
NSC 689534/Copper (ACTIVATION) KRT81,CTD
NSC 689534/Copper (INHIBITION) NTS,CTD
NSC 689534/Copper (ACTIVATION) PI3,CTD
NSC 689534/Copper (ACTIVATION) MMP10,CTD
NSC 689534/Copper (ACTIVATION) GULP1,CTD
NSC 689534/Copper (INHIBITION) TMC5,CTD
NSC 689534/Copper (ACTIVATION) DDC,CTD
NSC 689534/Copper (ACTIVATION) LHFPL6,CTD
NSC 689534/Copper (INHIBITION) GUCY1A1,CTD
NSC 689534/Copper (INHIBITION) TENM4,CTD
NSC 689534/Copper (ACTIVATION) MBD1,CTD
NSC 689534/Copper (INHIBITION) CEMIP,CTD
NSC 689534/Copper (ACTIVATION) CXCL8,CTD
NSC 689534/Copper (ACTIVATION) CPA4,CTD
NSC 689534/Copper (ACTIVATION) SPX,CTD
NSC 689534/Copper (ACTIVATION) EGF,CTD
NSC 689534/Copper (INHIBITION) FOXM1,CTD
NSC 689534/Copper (INHIBITION) E2F1,CTD
NSC 689534/Copper (INHIBITION) FOXA2,CTD
NSC 689534/Copper (INHIBITION) WT1,CTD
NSC 689534/Copper (INHIBITION) PARP1,CTD
NSC 689534/Copper (ACTIVATION) EGR1,CTD
NSC 689534/Copper (INHIBITION) NOG,CTD
NSC 689534/Copper (INHIBITION) BID,CTD
NSC 689534/Copper (ACTIVATION) HMOX1,CTD
NSC 689534/Copper (ACTIVATION) AKR1B10,CTD
NSC 689534/Copper (ACTIVATION) VEGFA,CTD
NSC 689534/Copper (INHIBITION) HMGB1,CTD
NSC 689534/Copper (ACTIVATION) NGF,CTD
NSC 689534/Copper (ACTIVATION) FN1,CTD
NSC 689534/Copper (ACTIVATION) ALPK1,CTD
NSC 689534/Copper (INHIBITION) C5,CTD
NSC 689534/Copper (ACTIVATION) IL32,CTD
NSC 689534/Copper (ACTIVATION) LY96,CTD
NSC 689534/Copper (ACTIVATION) JUN,CTD
NSC 689534/Copper (ACTIVATION) FOS,CTD
NSC 689534/Copper (ACTIVATION) EGFR,CTD
NSC 689534/Copper (INHIBITION) RNASEH2A,CTD
NSC 689534/Copper (INHIBITION) MYCBP,CTD
NSC 689534/Copper (ACTIVATION) ETS1,CTD
NSC 689534/Copper (ACTIVATION) JDP2,CTD
NSC 689534/Copper (ACTIVATION) IL15,CTD
NSC 689534/Copper (ACTIVATION) AKR1B1,CTD
NSC 689534/Copper (ACTIVATION) RB1CC1,CTD
NSC 689534/Copper (ACTIVATION) CDKN1A,CTD
NSC 689534/Copper (ACTIVATION) SQSTM1,CTD
NSC 689534/Copper (INHIBITION) FASN,CTD
NSC 689534/Copper (ACTIVATION) DDIT4,CTD
NSC 689534/Copper (INHIBITION) MAPK12,CTD
NSC 689534/Copper (ACTIVATION) ATF3,CTD
NSC 689534/Copper (ACTIVATION) NR1H4,CTD
NSC 689534/Copper (INHIBITION) RBL1,CTD
NSC 689534/Copper (ACTIVATION) CREM,CTD
NSC 689534/Copper (INHIBITION) MAP2K6,CTD
NSC 689534/Copper (ACTIVATION) TGIF1,CTD
NSC 689534/Copper (INHIBITION) DHCR24,CTD
NSC 689534/Copper (ACTIVATION) CYLD,CTD
NSC 689534/Copper (INHIBITION) PTMA,CTD
NSC 689534/Copper (INHIBITION) PPIA,CTD
NSC 689534/Copper (INHIBITION) RUVBL1,CTD
NSC 689534/Copper (INHIBITION) RUVBL2,CTD
NSC 689534/Copper (INHIBITION) PVT1,CTD
NSC 689534/Copper (INHIBITION) CDH15,CTD
NSC 689534/Copper (ACTIVATION) LTBP3,CTD
NSC 689534/Copper (ACTIVATION) VDAC2,CTD
NSC 689534/Copper (INHIBITION) TCF7L2,CTD
NSC 689534/Copper (ACTIVATION) PPP3CA,CTD
NSC 689534/Copper (ACTIVATION) BRIP1,CTD
NSC 689534/Copper (INHIBITION) TCF7L1,CTD
NSC 689534/Copper (ACTIVATION) CPAMD8,CTD
ormosil/Polyethylene Glycols (ACTIVATION) GEM,CTD
ormosil/Polyethylene Glycols (ACTIVATION) SFRP1,CTD
ormosil/Polyethylene Glycols (INHIBITION) LBH,CTD
ormosil/Polyethylene Glycols (ACTIVATION) DCLK1,CTD
ormosil/Polyethylene Glycols (INHIBITION) SFRP4,CTD
ormosil/Polyethylene Glycols (ACTIVATION) COL13A1,CTD
ormosil/Polyethylene Glycols (ACTIVATION) HAS2,CTD
ormosil/Polyethylene Glycols (INHIBITION) CNN1,CTD
ormosil/Polyethylene Glycols (INHIBITION) SAMD11,CTD
ormosil/Polyethylene Glycols (INHIBITION) ITIH5,CTD
ormosil/Polyethylene Glycols (INHIBITION) ANK3,CTD
ormosil/Polyethylene Glycols (INHIBITION) ST6GALNAC1,CTD
ormosil/Polyethylene Glycols (ACTIVATION) PTPRR,CTD
ormosil/Polyethylene Glycols (ACTIVATION) CDCP1,CTD
ormosil/Polyethylene Glycols (ACTIVATION) LINGO1,CTD
ormosil/Polyethylene Glycols (ACTIVATION) TMEM158,CTD
ormosil/Polyethylene Glycols (ACTIVATION) ARHGEF4,CTD
ormosil/Polyethylene Glycols (ACTIVATION) PTX3,CTD
ormosil/Polyethylene Glycols (ACTIVATION) CXCL5,CTD
ormosil/Polyethylene Glycols (INHIBITION) TF,CTD
ormosil/Polyethylene Glycols (INHIBITION) PROC,CTD
ormosil/Polyethylene Glycols (INHIBITION) TNNC1,CTD
ormosil/Polyethylene Glycols (ACTIVATION) CEMIP,CTD
ormosil/Polyethylene Glycols (ACTIVATION) CXCL8,CTD
ormosil/Polyethylene Glycols (INHIBITION) CA9,CTD
ormosil/Polyethylene Glycols (ACTIVATION) VEGFC,CTD
ormosil/Polyethylene Glycols (ACTIVATION) BMP6,CTD
ormosil/Polyethylene Glycols (ACTIVATION) ADRB2,CTD
ormosil/Polyethylene Glycols (ACTIVATION) MT1L,CTD
ormosil/Polyethylene Glycols (ACTIVATION) PLAUR,CTD
ormosil/Polyethylene Glycols (ACTIVATION) DDIT4,CTD
CYP2E1 (ACTIVATION) COL1A2,CTD
IFNG (ACTIVATION) EFEMP1,CTD
IFNG (ACTIVATION) CCL2,CTD
IFNG (ACTIVATION) PTGS2,CTD
IFNG (ACTIVATION) PLA2G5,CTD
IFNG (ACTIVATION) IL6,CTD
IFNG (ACTIVATION) CXCL1,CTD
IFNG (ACTIVATION) MUC1,CTD
IFNG (ACTIVATION) DUOX2,CTD
IFNG (ACTIVATION) CXCL8,CTD
IFNG (ACTIVATION) IL2,CTD
IFNG (ACTIVATION) IL1B,CTD
IFNG (ACTIVATION) TNF,CTD
IFNG (ACTIVATION) HMOX1,CTD
IFNG (ACTIVATION) IL1A,CTD
IFNG (ACTIVATION) PSEN2,CTD
IFNG (INHIBITION) PPARG,CTD
IFNG (ACTIVATION) APP,CTD
IFNG (ACTIVATION) ICAM1,CTD
IFNG (ACTIVATION) LY96,CTD
IFNG (ACTIVATION) IRF1,CTD
IFNG (ACTIVATION) ELK1,CTD
IFNG (ACTIVATION) NFKB1,CTD
IFNG (ACTIVATION) STAT3,CTD
IFNG (ACTIVATION) TNFSF10,CTD
IFNG (ACTIVATION) TYMP,CTD
IFNG (ACTIVATION) SOD2,CTD
IFNG (ACTIVATION) CDKN1A,CTD
IFNG (ACTIVATION) PLAUR,CTD
IFNG (ACTIVATION) NR1H3,CTD
IFNG (ACTIVATION) IL12A,CTD
IFNG (ACTIVATION) IL12B,CTD
IFNG (ACTIVATION) NFKBIA,CTD
IFNG (ACTIVATION) FAS,CTD
IFNG (ACTIVATION) CCL5,CTD
IFNG (ACTIVATION) PTEN,CTD
IFNG (ACTIVATION) CDKN1B,CTD
IFNG (ACTIVATION) PSEN1,CTD
IFNG (ACTIVATION) NFKB2,CTD
IFNG (ACTIVATION) GDNF,CTD
IFNG (ACTIVATION) NDUFA2,CTD
HSPA1A (INHIBITION) CDH11,CTD
HSPA1A (ACTIVATION) HSPA1A,CTD
HSPA1A (ACTIVATION) CTNNB1,CTD
HSPA1A (ACTIVATION) EGFR,CTD
HSPA1A (INHIBITION) HSF1,CTD
FGF16 (ACTIVATION) SNAI1,CTD
FGF16 (ACTIVATION) MMP2,CTD
FGF16 (ACTIVATION) MMP9,CTD
BID (ACTIVATION) SNAI1,CTD
BID (ACTIVATION) IL6,CTD
BID (ACTIVATION) CXCL8,CTD
AKT1 (ACTIVATION) SNAI1,CTD
AKT1 (ACTIVATION) MMP10,CTD
IFNA1 (INHIBITION) GAS1,CTD
IFNA1 (INHIBITION) TNC,CTD
IFNA1 (ACTIVATION) NEXN,CTD
IFNA1 (ACTIVATION) AQP9,CTD
IFNA1 (INHIBITION) PGR,CTD
IFNA1 (ACTIVATION) IL2,CTD
IFNA1 (INHIBITION) IL4,CTD
IFNA1 (INHIBITION) BCL2L1,CTD
IFNA1 (ACTIVATION) JAK2,CTD
IFNA1 (INHIBITION) NR3C1,CTD
IFNA1 (ACTIVATION) LAP3,CTD
IFNA1 (INHIBITION) FOXP3,CTD
IFNA1 (ACTIVATION) TNFSF10,CTD
IFNA1 (ACTIVATION) TYMP,CTD
IFNA1 (ACTIVATION) IRF7,CTD
IFNA1 (INHIBITION) LGALS1,CTD
TRIM33 (ACTIVATION) FOXL1,CTD
TRIM33 (ACTIVATION) FAM180A,CTD
TRIM33 (ACTIVATION) PVT1,CTD
GLI2 (ACTIVATION) GLI1,CTD
ESR1 (ACTIVATION) CRISPLD2,CTD
ESR1 (ACTIVATION) EDNRA,CTD
ESR1 (ACTIVATION) RGS4,CTD
ESR1 (ACTIVATION) KCTD12,CTD
ESR1 (ACTIVATION) PTGS2,CTD
ESR1 (INHIBITION) HAS2,CTD
ESR1 (ACTIVATION) ADRA2A,CTD
ESR1 (ACTIVATION) FHL2,CTD
ESR1 (ACTIVATION) PDLIM3,CTD
ESR1 (ACTIVATION) CXCL12,CTD
ESR1 (ACTIVATION) PFKFB3,CTD
ESR1 (ACTIVATION) LTF,CTD
ESR1 (ACTIVATION) NPY1R,CTD
ESR1 (ACTIVATION) TNF,CTD
ESR1 (ACTIVATION) CTNNB1,CTD
ESR1 (INHIBITION) CSF2,CTD
ESR1 (INHIBITION) EGFR,CTD
ESR1 (PART_OF) ESR1/FOXM1 promoter,PathwayCommons
ESR1 (PART_OF) ESR1/SP1/E2F1 promoter,PathwayCommons
ESR1 (INHIBITION) TGFBI,CTD
ESR1 (ACTIVATION) PVT1,CTD
ESR2 (INHIBITION) CRISPLD2,CTD
ESR2 (ACTIVATION) PCDH7,CTD
ESR2 (INHIBITION) EDNRA,CTD
ESR2 (ACTIVATION) JAG1,CTD
ESR2 (INHIBITION) LBH,CTD
ESR2 (ACTIVATION) TNC,CTD
ESR2 (ACTIVATION) ID4,CTD
ESR2 (ACTIVATION) RGS4,CTD
ESR2 (ACTIVATION) RCAN2,CTD
ESR2 (INHIBITION) ENDOD1,CTD
ESR2 (INHIBITION) MN1,CTD
ESR2 (INHIBITION) KCTD12,CTD
ESR2 (ACTIVATION) CCL2,CTD
