Genes	Log2FC	padj	volcano
FGF14	1.70098941290554	3.77005963797192e-05	7.52458484365855
FGF7	1.7233193084044	1.54022480967855e-07	11.7399678320996
FGL2	1.16751059250316	5.22003087641502e-07	7.33468323417585
FGR	1.10571087170082	3.37257252689318e-09	9.36762529836959
FHDC1	1.45746357928355	1.06827390793295e-07	10.1604411793828
FHL1	1.17593528972646	3.29886448757044e-07	7.62198394811888
FHOD1	1.49601287283214	3.69920470656982e-16	23.0863085381615
FILIP1	1.40099030262016	8.55294537166065e-09	11.3030276695326
FILIP1L	1.5733594895511	6.12467373548969e-12	17.6419494326941
FJX1	1.59750474613423	2.50813314310804e-13	20.1295972414879
FKBP9P1	1.30057668511729	1.24720884683789e-08	10.2798372166297
FLI1	1.11740846369893	9.14626728539335e-11	11.2173910436543
FLJ11235	1.75195454789885	6.2721548706874e-13	21.3783711801069
FLJ42709	1.10527692431515	2.41590491252936e-05	5.10297531766599
FLT3	1.03350012457888	0.000520942222908607	3.39319839991783
FLT4	1.46685413219094	1.2067837393869e-15	21.8830734872466
FMNL1	1.52660102241464	2.45294830157565e-11	16.1977125441827
FMNL2	1.52472320456736	2.83697960940291e-08	11.5073052581943
FMNL3	1.56013524489043	1.12211401500416e-19	29.5645051864771
FMO1	1.08764621844115	0.0322645627101208	1.62197876236691
FOLR1	1.42156633364476	0.0342331828552504	2.08338040712871
FOS	1.72339904200832	8.99771803518952e-08	12.1428415074658
FOSB	1.76448697047415	8.46889934225039e-05	7.18529625108609
FOSL1	1.38569484583662	2.15845735111903e-06	7.85114818828219
FOXC1	1.84852951552222	1.21944458606148e-09	16.4774925103519
FOXJ1	1.06513290895626	0.0636777277898764	1.27391221139803
FPR2	1.38721330748787	3.02305771982192e-05	6.26958484327259
FPR3	1.68061447800264	2.45294830157565e-11	17.8318432993192
FREM1	1.94645628864826	1.67281771029702e-07	13.1902610533182
FRMD6	1.55361234331956	1.86141343244149e-12	18.2241169473085
FSCN1	1.66595752760262	1.53022419189879e-15	24.6815688250562
FUT3	1.2071322134614	0.00515794206688137	2.76134335429588
FUT4	1.81058073700676	2.77863012773279e-09	15.4916352441658
FUT6	1.11195276918659	0.00190317612831992	3.02509087995646
FUT7	1.12292466815859	1.63832256117956e-05	5.37386895230573
FUT8	1.63881141559148	8.10433476314705e-12	18.1765205843423
FXYD3	1.10031244491569	0.0962860922989517	1.1183976627059
FXYD5	1.53410881599818	5.91001191635235e-14	20.29382292387
FXYD6	1.76316354727758	1.69434782580231e-15	26.043684226032
FYB1	1.27779180097707	1.0941068444035e-06	7.61684059691298
FZD1	1.98778439051482	3.10104444603115e-14	26.85196955518
FZD8	1.6893775977085	1.74224312004885e-08	13.10769704694
GAB3	1.11950439757602	5.1058469169427e-10	10.4023589714269
GABRD	1.07883562457565	3.30274880478284e-06	5.91323232579195
GAD1	1.54071674373789	0.00378365666941126	3.73175196556608
GALNT12	1.96409437568453	9.40014412436756e-08	13.801426983051
GALNT14	1.19211809543107	0.00479701710350507	2.7645561165267
GALNT3	1.73213570423728	3.12807321517933e-05	7.80279170269882
GALNT6	1.16549131583614	7.71775537135458e-08	8.28956746318962
GALNT18	1.696845812815	4.75507749055129e-09	14.1225802792647
GAP43	1.8615712850714	3.0364870352299e-07	12.1330301904905
GAS6	1.45492953395242	2.8509377000072e-07	9.52253165605162
GAS7	1.96168956801762	5.87279921202315e-15	27.9171080046106
GATA2	1.71475893819519	6.66130420317497e-12	19.1649016439031
GATA3	1.7389317968087	3.37257252689318e-09	14.732297482856
GBGT1	1.49136930748697	1.46446649882273e-12	17.6493424563589
GCSAM	1.41181396124657	1.19090858062386e-08	11.187385471034
GCNT3	1.80442525702144	0.0005277652990355	5.91411054478067
POLR2M	1.15175329232552	9.33707781209804e-05	4.64132277336488
GDF11	1.07741800599112	9.19190190961457e-08	7.58135374317854
GGN	1.55861207196235	7.20974536806658e-08	11.1317322211836
GGT1	1.169327914742	0.0179254050544438	2.04226747791808
GGTLC1	1.10992268690577	0.00959984331789272	2.23953080182693
GHRHR	1.00717950308973	0.0915676632760577	1.04571204404881
GIMAP6	1.0768026378291	9.41054538624507e-09	8.64283276247853
GIPC3	1.10265811770607	1.34236063021318e-11	11.9882432763823
GIPR	1.53579537224033	6.92758200513891e-05	6.38801541407313
GJA1	1.22837493271059	1.66306306698436e-08	9.55564072893728
GJA4	1.53701475550424	9.83185877102191e-12	16.9184814535445
GJC1	1.62464348439728	6.2721548706874e-13	19.8248473320511
GJD3	1.52822244079158	4.87707073714962e-12	17.2870091793417
GLI1	1.60979580948815	3.35133812594378e-05	7.20348491396796
GLIPR1	1.57557129835317	6.8531673303602e-12	17.5898491828549
GLIPR2	1.9100954007661	1.35275382823146e-17	32.2209814408202
GLIS2	1.6332902699994	9.19190190961457e-08	11.4928015248514
GLRB	1.56015061611934	0.00896592645286873	3.1942599037807
GLS	1.22246519406878	7.38204051828613e-08	8.71840609115763
COLGALT2	1.03422765090572	0.000377329425330188	3.54045013555213
GNA14	1.56304583460035	2.64760134696445e-08	11.8434286920967
GNA15	1.21897720262351	1.41094430026432e-07	8.35059129589621
GNAO1	1.48381385841074	0.000669321121839371	4.71016747560448
GNB4	1.7302560751326	3.94612788785912e-16	26.6525684377168
GNG2	1.26994437536918	1.29852885835498e-12	15.0952552757897
GOLM1	1.19983459120059	0.000223770780164639	4.37963217413688
GP1BA	1.16926592208824	0.000130935388342317	4.5401928798063
GPC1	1.28615539767356	0.000265666000122604	4.59885958338112
GPM6B	1.52736641942087	4.10091833945699e-08	11.282837311477
GPNMB	1.35945092225474	4.92065031692997e-08	9.93483674776933
ADGRG5	1.01933043682538	0.000204068568864328	3.76155752082945
ADGRF5	1.31371327503264	1.03524126938864e-13	17.0585122565575
GPR1	1.89198793241186	3.10470507949944e-08	14.2050068904306
FFAR4	1.07243109285726	0.000998996624277622	3.21776083633068
GPR132	1.79721456795735	5.60941122325184e-12	20.2206097712997
GPR141	1.62468467468756	9.3065626064708e-07	9.79881558882504
GPR143	1.52926076478525	0.00474086885201818	3.55421926188899
GPR171	1.05089275387639	0.00264776535009272	2.70827726511153
GPR176	1.48286104921224	2.83697960940291e-08	11.1913655525518
GPR183	1.8179960782138	4.24529775166282e-10	17.0384262176334
GPR21	1.17446366954359	1.95147156921839e-05	5.53129845936838
GPR34	1.20358547060421	5.38135309523395e-06	6.34182244683769
ADGRG1	1.76398081071073	6.46662883834491e-12	19.7377494080635
GPR65	1.33957055943412	1.21834308859767e-08	10.6016700390857
GPR68	1.84939921245032	2.65568200486476e-12	21.4083196581795
GPR82	1.26478161049367	8.96451600419745e-06	6.38395122350723
GPR84	1.99085343725615	1.02532071485841e-07	13.9143539267244
GPRASP1	1.01636539786607	4.00835049251985e-08	7.5180897200366
GPRC5B	1.96515645248942	1.02210592341016e-10	19.6329035855938
GPRIN3	1.44432121273146	3.5738562929538e-07	9.31134086332791
GPSM3	1.0139599016303	1.19123592537842e-07	7.02066060741961
GRAP	1.03589251743107	2.23016357619587e-10	9.99808577408105
GRAP2	1.17877736235719	0.000213487665350398	4.32685226326512
GRAPL	1.8738888374969	3.17495447143422e-08	14.0509103957582
GRASP	1.30308483185162	1.48936747568453e-10	12.80541221153
GRIN2D	1.55019596549423	2.71458493010689e-09	13.2794383761537
NCOA2	1.78593894511941	6.45831537034643e-08	12.8406880448232
GRM8	1.41096167565728	9.48090098325236e-05	5.67651101441169
GSPT2	1.08440900784691	0.0604051300318374	1.32181452563907
GSTT1	1.4434274873869	0.826131376933452	0.119733584302091
GUCY1A2	1.23405300258423	1.21495620196952e-07	8.53401872822982
GXYLT2	1.48900063649714	5.4811979664441e-05	6.34481711066716
GYPC	1.20573430629592	1.31933929275307e-09	10.7064907994238
GYPE	1.65370280311043	7.33345843255799e-10	15.1060643856667
GZMK	1.19337123086295	0.00479701710350507	2.76746217359966
HAGHL	1.27808456084336	0.000904240548068614	3.89012645553622
HAVCR2	1.29444199281592	1.95550072809337e-08	9.97851937989741
HCG11	1.63401577517676	7.1045803593063e-18	28.0208567239407
HCK	1.23002725994909	2.25397125513386e-07	8.17605469926093
HCLS1	1.26404234938714	1.02203309382528e-09	11.3644170359167
HDAC9	1.21831436335316	7.2264642455417e-12	13.573330650069
HDAC9	1.86862853636716	5.43255177627561e-13	22.9187217591716
HECW2	1.48774367847127	1.60413819001849e-12	17.5475769834711
HEG1	1.66152420360612	4.56135213198595e-19	30.4738598985938
HES2	1.61076714781036	7.89756726429396e-08	11.4404844054728
HES4	1.83379576154979	1.13155174586229e-09	16.4057339318237
HHIPL1	1.55940598725108	1.30696804914331e-08	12.2939436065766
HIC1	1.65535335145378	7.63390654083173e-14	21.7136889823683
HIF1A	1.16969776238669	3.86556465481442e-13	14.5192092471846
HK1	1.57713590554165	1.09905323643112e-13	20.4380746609743
HK2	1.40448294749011	7.41062037215053e-05	5.80071883270884
HKDC1	1.0927245208797	0.000641300379660287	3.48900219585982
HLA-DOA	1.40717411626612	1.47347003180714e-07	9.61333328343228
HLA-DPA1	1.04651733676082	4.8569598042776e-05	4.51429432547447
HLA-DPB1	1.0707438929209	2.72583884871933e-05	4.88741030991114
HLA-DPB2	1.64023892527006	6.27744939665579e-06	8.53287845943848
HLA-DQA1	1.52348085111829	3.24109737114633e-06	8.36285550416876
HLA-DQA2	1.24207890851658	0.00364292699346733	3.02887094132305
GNAO1	1.23225345883962	0.000137284652500606	4.75942866370552
HLA-DQB2	1.7964803637949	2.83786389120625e-06	9.96509173646204
HLA-DRA	1.00551916660727	0.000180204593200205	3.76489919562236
HLA-DRB5	1.05673775725675	0.00845953920747032	2.19025099179271
HNF1B	1.52997752317898	5.18660348581657e-06	8.08611014456268
HOMER3	1.71862332655013	9.83185877102191e-12	18.9175131674832
HOPX	1.88485165974353	7.42526446670103e-12	20.9770570969249
HOXA1	1.38601719463052	5.24164504660372e-09	11.476960275897
HOXA2	1.74274785939324	2.29960271152771e-08	13.311713211079
HOXB2	1.79035384533718	1.79731208787621e-19	33.5608569076971
HOXB5	1.45815294373404	9.00614168201241e-10	13.1896659128471
HOXB6	1.4898230526562	2.83697960940291e-08	11.2439087935796
HOXC4	1.9452693635796	5.3736570180452e-10	18.0321218876286
HOXC6	1.29721164435872	0.00788992247279136	2.72794173435046
HPSE	1.6094843408603	8.99771803518952e-08	11.3402136031362
HR	1.46074780339996	1.44349180317572e-05	7.07087489616793
HRASLS	1.78364233895524	5.55465447371007e-07	11.1572945322558
DHX8	1.38406424437675	1.27488063287752e-11	15.0787300915687
DHX15	1.54861574250575	7.71775537135458e-08	11.0145433926715
HS3ST2	1.19278091221526	0.000291860897522927	4.2162706982166
HS6ST2	1.77259648487256	5.77828157858623e-05	7.51262072405624
HSPA12A	1.78380904015283	3.80315403412582e-11	18.5870334807586
HSPA12B	1.1589747162544	4.87828357271176e-11	11.9510377789971
HSPG2	1.6569883016228	1.83113552343935e-19	31.0474529558085
HTR7	1.4730103231476	3.22160047043153e-09	12.5086980787646
HTRA1	1.12693941204904	0.00113413217021097	3.31921559247802
HTRA4	1.12800252862873	0.000339850826437353	3.912715534436
HVCN1	1.02760722657563	4.19074168656555e-08	7.58138719480012
IBSP	1.01482307938349	0.148580418508446	0.840312501974842
ID1	1.60215168859389	2.29960271152771e-08	12.2377908452191
ID3	1.78510248845946	7.61183941688958e-17	28.7731929938435
IER3	1.34539737705763	7.1921405594612e-06	6.91956953271505
IER5L	1.18108787765563	4.2442773805979e-05	5.16394797891991
IFI16	1.39445891158132	1.24720884683789e-08	11.0218880442577
IFI44L	1.58036466045006	2.34838183453736e-07	10.4766028530057
IFT57	1.10591095202779	6.78635544597762e-06	5.7157496850702
IGF2	1.87718023640218	0.00151119368854964	5.29492450311459
IGFALS	1.08543304642395	0.0295526909639956	1.6600645223923
IGFBP7	1.94360835485806	1.0399738542535e-17	33.0082571130337
IGLON5	1.75612242640863	6.55876530525306e-07	10.858417393069
IGSF9	1.52697137258176	0.00562232588836608	3.43581383080544
IKBKE	1.11809593682948	0.000729481225237904	3.50745116757796
IKZF1	1.35381699314197	2.77575956159046e-08	10.2302780696107
IL10	1.04400955385198	0.000195087776511059	3.87303526106183
IL11	1.44447859784283	2.25121632851497e-05	6.71333384278693
IL12RB1	1.06176064084124	0.000130935388342317	4.12275600489292
IL13RA2	1.48374535279119	0.00959984331789272	2.99380619825598
IL18	1.66784730686647	7.04186420148453e-09	13.5968122048829
IL1B	1.60734333536798	5.66758018456685e-07	10.0404346186553
IL21R	1.53570723521403	7.59984028187405e-06	7.86158562119006
IL2RA	1.70956843574508	1.26122520478104e-06	10.0850986964158
IL2RG	1.24485209167328	7.41062037215053e-05	5.14142018243129
IL33	1.89255417668121	3.3210454289822e-11	19.8315551125058
ILDR1	1.0607838353662	0.03390826577631	1.55902808521124
IMPDH1	1.24134558549089	4.03896037738715e-07	7.9368290158987
INHA	1.29264158733415	0.0207929642843949	2.17433120492215
INHBA	1.26732439121328	3.07794215279939e-05	5.71783757421853
INPP4B	1.49225040480278	5.44393475752624e-07	9.34758649310245
INPP5D	1.02978827530165	1.74328118924274e-07	6.95996056328346
INS-IGF2	1.60721326192664	0.0800591621662132	1.76245231807383
INSL3	1.72643776682881	3.30274880478284e-06	9.46282026540951
IQGAP1	1.38733948390672	2.65578141712081e-16	21.6089329774392
IQSEC2	1.23007745146533	1.61917938853118e-09	10.81324804381
IRAK3	1.62366256279738	5.93242319186817e-13	19.8521452642126
IRF4	1.5187685830368	5.38135309523395e-06	8.00255646706952
ITGA10	1.52744060800896	4.49030262713672e-11	15.8055344313651
ITGA2	1.70678045562222	8.99771803518952e-08	12.0257491477478
ITGA4	1.66257490040137	2.66117395416666e-11	17.5816077645179
ITGA8	1.70868447681854	1.95344290821324e-06	9.75522017975466
ITGAM	1.37096442658523	1.05743108607491e-05	6.82157340284667
ITGAV	1.22789111303153	2.45592586862986e-09	10.5718781751932
ITGAX	1.03497329058017	7.4354787853962e-07	6.34303155450629
ITGB4	1.83741181773709	7.33345843255799e-10	16.7841894985697
ITK	1.05684722545815	0.000355189872781602	3.64563617081703
ITM2A	1.47118976761568	7.28834896253449e-07	9.02923718242011
ITPKB	1.22782066221393	1.66414469956349e-14	16.9179062852193
ITPR1	1.2316401777919	6.80062726281118e-10	11.2910010138403
JAG2	1.81636445617657	5.66492707674394e-16	27.6937559007241
JAK3	1.49131349274606	2.02721311183269e-07	9.98151122335412
JAKMIP3	1.04068718129584	0.000483933063404747	3.4501014466261
JAM3	1.48669304768218	4.15652445540101e-18	25.8406127633099
JSRP1	1.29349737676242	0.00485180714027782	2.99327771442922
JUNB	1.28355262197124	3.2417247633866e-10	12.1799181678023
KAAG1	1.07533810297572	0.0458840463454328	1.43916615817455
KCNA3	1.19104861295413	2.77260746201119e-05	5.42774146486519
KCNAB2	1.29429577493266	4.30409182720126e-06	6.94534446561929
KCNC4	1.33634632181965	1.67672911551107e-11	14.3998493616067
KCND1	1.30801682182543	1.07934239389305e-10	13.0367953805443
KCND3	1.39502529402296	0.00742534393104413	2.97040423694125
KCNIP3	1.1880522439102	0.0102888343040232	2.36141282799353
KCNJ12	1.69701363467919	4.2095054988632e-16	26.0928894989254
KCNK13	1.16270439293263	0.00023803840864784	4.21288840580178
KCNK5	1.08377433633416	0.0266865693068863	1.70554353410612
KCNK6	1.30348038509701	1.86502399464342e-11	13.9854523993043
KCNMB1	1.83734104776657	3.89339895476997e-15	26.4754801822373
KCNMB4	1.69888006928599	4.61613270569294e-11	17.5591516224006
KCNN2	1.56742739780301	3.29501422931816e-09	13.2951428688193
KCNN4	1.61738241255037	2.96704451573475e-07	10.5577482565346
KCNQ1	1.95349543756917	2.83142313108904e-14	26.4659468589263
KCNQ4	1.06815507898208	0.000102533565874682	4.2610136772869
KCTD1	1.07013754348674	1.41094430026432e-07	7.33096667995047
KCTD15	1.86379946686663	2.62456299928357e-10	17.8569564519127
KCTD17	1.10540314651813	0.00397940136401457	2.65316901747893
KDR	1.0778173404223	5.55465447371007e-07	6.74211710297709
FAM30A	1.33501908647501	0.00450743896753699	3.13204842189182
TESPA1	1.45851805068749	1.22418715912457e-05	7.16446262263498
MTCL1	1.89534863660745	1.36668024317891e-06	11.114955714851
KIAA1045	1.07464190790294	2.17178776381292e-05	5.011251465597
ARFGEF3	1.12175982193411	0.00474086885201818	2.60712918172021
PALD1	1.61510297125861	7.3234437840725e-18	27.6752491480331
JCAD	1.3424064467553	5.60941122325184e-12	15.1035259775171
KIAA1549	1.32060742773631	0.00324853483738396	3.28608393237427
TLDC1	1.4597889474694	1.73702345934932e-06	8.40866799799827
KIAA1804	1.08992448205308	0.00423970696296574	2.58602475526563
PPP1R18	1.0928962716561	4.14138804656114e-11	11.3473825070122
KIF5C	1.33632271599527	5.52143175538173e-08	9.69896117321314
KIT	1.83679360022167	1.37834848832064e-10	18.1119622199229
KLF2	1.59960315014866	1.01822060422277e-14	22.3819002045871
KLF4	1.28380733434819	2.17178776381292e-05	5.98662804650051
KLF5	1.24976045192837	0.00548591933954476	2.82539666930028
KLF7	1.86941698668212	4.41083595429347e-09	15.6198745501805
KLF8	1.50705363563379	1.89579641331433e-10	14.6518893689972
ENC1	1.86011095413108	5.52143175538173e-08	13.5005891212057
KLHL4	1.69028451277555	8.81208419214899e-12	18.6859623684414
KLHL7	1.38180394945526	9.46593915460237e-10	12.4691726267327
KRT5	1.99471543824385	2.56867898622539e-06	11.1510381006408
KRT86	1.66639090426152	5.86893085294853e-05	7.05123480642174
KRTCAP3	1.76251904593394	0.00392879717096451	4.24016325977056
L1CAM	1.53094895947481	3.36520944944583e-07	9.90981409060198
LAD1	1.49023516431633	0.000177249582064557	5.59049022133544
LAIR1	1.16213915602056	4.07455707443517e-06	6.26383660848859
LAMA4	1.26939128407381	2.5908376931621e-11	13.4384867297871
LAMA5	1.62798313306842	3.65070986647072e-12	18.6202568061623
LAMB1	1.73073661150272	2.0278902160705e-13	21.9681628960604
LAMP3	1.06173932825276	0.00434643657978676	2.50768671349277
LAPTM5	1.23171247595624	2.9887558783228e-09	10.4997447723949
CERS1	1.36372745301547	0.000958197577800765	4.11647259099716
LAT2	1.17414106458726	9.62815101324497e-09	9.41245148139517
LAYN	1.38750721933816	1.73724888009365e-09	12.1547546613621
LCA5	1.48496110776372	1.96581449240848e-11	15.8986729412291
LCK	1.17484442818016	0.000177249582064557	4.40732875226762
LCN10	1.09834850773422	0.00742534393104413	2.3386952731182
LCN2	1.42442600087956	0.0322645627101208	2.12420976859664
LCP2	1.33117255363291	1.784053770152e-09	11.6458856337699
LDB2	1.27412345713629	5.78651630803653e-10	11.7698209563853
LDB3	1.52633177375707	7.51581990678629e-10	13.926287178552
LDHB	1.47880420099259	4.49030262713672e-11	15.3022582963165
LDLRAD3	1.86457740745176	1.15277841093477e-12	22.2597990014479
RTL6	1.72441254057525	3.25111923125091e-12	19.8099945380179
LEF1	1.45135362834746	0.00183160174152998	3.97260009018527
LEFTY1	1.40403815772604	8.61360084853763e-05	5.70715572517675
LETM2	1.24068910743028	5.92526585734857e-06	6.48544444274309
LFNG	1.76779266822366	1.24177765565602e-15	26.3506400108206
LGALS1	1.2348906530769	1.65761862394017e-09	10.8429763749892
LGALS2	1.18158792873164	0.0119501846795343	2.27175094405763
LGALS3	1.351279895968	1.88015951296847e-06	7.73716559494786
LGALS3BP	1.06549125315764	0.00674655198695866	2.31309427749782
LGALS9	1.46213930078229	7.6388922237687e-12	16.2545581831137
LGALS9C	1.17544752169391	4.69887428513103e-05	5.08734413115812
LGR6	1.27894833187325	0.00155249898736963	3.59252580043812
LHFPL2	1.07525197324438	6.92758200513891e-05	4.47242276103355
LIFR	1.53862762107443	2.56867898622539e-06	8.60137486096989
LILRA1	1.15131723752988	5.96381807956362e-05	4.86371159247826
LILRA2	1.36263166814497	5.64799243254547e-08	9.876498625021
LILRA3	1.19229365479554	0.00223064567863073	3.16144938120195
LILRA4	1.68723640252518	2.96704451573475e-07	11.0137324660485
LILRP2	1.19673595964094	1.44349180317572e-05	5.79290294647096
LILRB1	1.13848819945473	3.50541400258801e-06	6.21074991237999
LILRB4	1.39595863013827	8.06343067528999e-07	8.50624619391068
LIPC	1.47190040347129	0.000535729079688187	4.81466684932314
LMO2	1.06481521372996	7.2264642455417e-12	11.8631852434223
LMOD1	1.53196070815945	1.74224312004885e-08	11.8863165213078
LMTK3	1.79171890570171	2.94721139251979e-06	9.90926035621181
LOC100126784	1.64078064730103	4.10091833945699e-08	12.1206416953548
LOC100133669	1.20748025533683	0.016630374801047	2.14822566253062
LOC100216001	1.38161762004803	0.000192020949688725	5.1349910434741
LOC100233209	1.11673723508914	4.69887428513103e-05	4.83324564825269
LOC100240735	1.0831396586123	0.000568927694300359	3.5147263721112
LOC283174	1.57039421776059	2.80150901315136e-11	16.5717545477432
LOC338651	1.32892348401865	0.00226210412712637	3.51565034303471
LOC344595	1.71683775656433	4.09864215008084e-12	19.5502495921769
LOC388242	1.85316644474019	2.71458493010689e-09	15.874773352179
LOC389332	1.65374973099223	0.0182990648394824	2.8735077458346
LOC389333	1.02854655581703	7.89452155922516e-07	6.27688451415901
LOC400043	1.91007257633742	1.50068614983413e-09	16.8539267325415
LOC441204	1.96944969432423	2.83697960940291e-08	14.863720021679
LOC728392	1.20221706642982	9.83570090957509e-08	8.42416903935736
LOC728819	1.33472407899396	0.00032023076214627	4.66424261347121
LOC84740	1.48167014304565	0.00116537540189816	4.34652996810147
LOC84856	1.75263007078188	1.27757072807041e-08	13.8345870992296
LOC90246	1.9653210441345	1.57220625460245e-10	19.2670061469693
LONRF2	1.52375957452932	0.000424307783844069	5.13860336631187
LOX	1.52451578126229	2.22655800473951e-09	13.1906684915968
LOXL2	1.3891995510824	1.95974453607813e-14	19.0428703533366
LOXL3	1.44279979023826	2.37489106059791e-13	18.2144186319875
LPAR2	1.68398240628292	1.30696804914331e-08	13.2760710851214
LPAR5	1.2353600808146	1.82018259069587e-07	8.32618493238783
LPAR6	1.02606825816399	1.61530517578086e-10	10.0469991627168
MBOAT2	1.15804894721756	4.69872420266379e-07	7.3281569518623
ADGRL1	1.98262449939626	1.07934239389305e-10	19.7605026814653
ADGRL3	1.33116175558085	8.58794579096667e-07	8.0749745764023
LRCH2	1.33224605603034	8.56121626728334e-10	12.0800938609204
LRFN1	1.05895280423136	0.000437534800875063	3.55700912462014
LRP8	1.56074044525772	5.22003087641502e-07	9.80508172708586
LRRC10B	1.34703498011466	1.95344290821324e-06	7.69049113462826
CARMIL1	1.17940159987393	0.000371675616035564	4.04515398323683
LRRC17	1.99528445194785	6.02727280443964e-16	30.367988230901
LRRC4	1.27335238954371	5.15505883378061e-11	13.0999518951783
LRRC43	1.00752224448202	0.000241701688492604	3.64392617010162
LRRC49	1.97147571833306	1.0822073864414e-14	27.5330177512179
LRRC4B	1.44381417256759	8.02057762336124e-13	17.4640793163498
LRRC70	1.05044078578731	2.35624189508589e-08	8.01253134970206
LRRN3	1.99663829129279	1.85188014708134e-13	25.4219716715497
LRCH4	1.4791919980691	0.000197997863466386	5.47795014869102
LRRN4CL	1.12390488076458	1.95344290821324e-06	6.41659693273126
LSP1	1.15675560423021	7.46851088885769e-06	5.93041528065435
LTA	1.05111769543333	0.000917727381069081	3.19254538717766
LTB	1.66197631063024	1.20119463628268e-05	8.17756599448894
LTBP1	1.83294591590591	1.10912956848172e-10	18.2470090664484
LY6E	1.81440448724581	1.36668024317891e-06	10.6402722618156
LY6H	1.47193246229729	0.000450153146692625	4.92602762828027
LY75	1.11169880392523	7.8986753395702e-06	5.67238282255861
LY86	1.36912469017102	8.35928940854999e-09	11.059557370487
LY9	1.05921411794316	0.0010414163711004	3.15897433998137
LYL1	1.17734906900491	1.69861911530312e-10	11.5025873703296
LYPD1	1.35372945692666	0.00634579640543341	2.97483925192823
LYPD5	1.98373322848897	1.15277841093477e-12	23.6823114782916
LYPD6	1.27769879245866	0.00509589206342038	2.92948195552382
MADCAM1	1.17060290127979	0.0038787810913008	2.82268031304435
MAL	1.54873541190021	6.92758200513891e-05	6.44183845215499
MAML2	1.96238041624443	1.81967597556518e-11	21.0759773244381
MAMLD1	1.51683530865147	2.62157730361047e-06	8.46612121748679
MAP1LC3C	1.84858738680392	5.91580737193701e-09	15.2101510935922
MAP3K12	1.56984538235216	1.82148407718865e-16	24.708698538751
MAP3K6	1.41611819978813	1.42085511271576e-14	19.6096262568734
MAP4K1	1.01928181432287	0.000470589891904099	3.39151489322331
MAP6	1.80450966891176	8.26059585222793e-08	12.7813214587426
MAPK11	1.10163407048891	3.1018581363101e-07	7.16985102394349
MAPK12	1.15196582438823	0.000612434898811914	3.70119715593878
MAPK13	1.50380279519782	9.9320459302866e-05	6.0196643630426
MARCH1	1.2012073563914	2.02721311183269e-07	8.03980166994836
MARCH3	1.27005815699812	1.11130192561573e-07	8.83219770860011
MATN3	1.81467668970274	6.16276885762579e-07	11.2695489497057
MB	1.04651830262809	0.0216781368496943	1.7413834807566
MBOAT4	1.98089813560216	2.46911652683027e-08	15.0696001881828
MCAM	1.34989997854386	5.38086184669178e-14	17.9120228141783
MCOLN2	1.30723252872693	6.92758200513891e-05	5.43732693444962
MCOLN3	1.54722431534864	0.000659855350055868	4.92102624216838
MCTP2	1.7483603586404	3.30274880478284e-06	9.58298071952545
MDFIC	1.46165153817564	6.45831537034643e-08	10.5091002596926
MDGA1	1.7150666184835	9.68367586915068e-07	10.314341621802
MECOM	1.82189773897485	1.04972691626114e-14	25.4681694218844
MEF2C	1.27631957415331	5.48897439433726e-15	18.2009665126552
MEI1	1.24287714890132	4.03614673287448e-05	5.46124327371926
MEIS3P1	1.39425902430524	8.67102918817639e-15	19.6059718979793
METRN	1.08397437743588	0.00634579640543341	2.38204872441912
MEX3B	1.85669178257961	4.23581687733754e-13	22.9729640698452
MFGE8	1.71438737442092	3.35296290854453e-16	26.529409577012
MELTF	1.96026905818524	1.24723615315135e-05	9.61326004061069
MFRP	1.83361368318655	3.69920470656982e-16	28.2961276594504
MFSD6	1.1590521017902	2.79329887459355e-07	7.59629139500656
SLC49A3	1.45024993313534	1.28533499597844e-06	8.54339867019326
MGAT3	1.67303032416716	2.80150901315136e-11	17.6548331428307
MGAT5	1.64802126653922	3.63101286526625e-06	8.96518989526722
MGAT5B	1.82863252520497	7.80863561541615e-11	18.4827658135176
MGC16121	1.45210785904507	1.66306306698436e-08	11.2960795854747
MGC16703	1.04286142825994	0.000113202503209689	4.11528133628838
MICAL1	1.24364333754329	7.22034506250111e-09	10.1250501595823
MITF	1.23537781951141	1.02532071485841e-07	8.63422886498261
MKX	1.3747088284592	7.04215252900421e-05	5.70819600730735
MMP12	1.49354336883464	0.00485180714027782	3.45620343866179
MMP14	1.84073415094284	4.2095054988632e-16	28.3027029458898
MMP17	1.93472398546213	2.90974675545007e-07	12.6456361313396
MMP9	1.35570912870483	0.00333315632869162	3.35828716364059
MMRN1	1.49585504943251	7.73850891816594e-07	9.1416828554141
MMRN2	1.04289193174385	7.33345843255799e-10	9.52649571530229
MNDA	1.97857505049133	1.96666145388066e-12	23.1617345362825
MORN3	1.64659956568774	1.60388813491366e-06	9.54175785196838
FOXM1	1.21270843380413	0.000166437260999671	4.58252131494369
MPPED2	1.26972782937401	0.000204068568864328	4.68557995860816
MRGPRF	1.63052217099292	0.000457094240561416	5.4459346769758
MS4A1	1.26800825882331	0.00634579640543341	2.78646573051643
MS4A14	1.03328330189341	7.8986753395702e-06	5.27227197852683
MS4A1	1.12360726373371	0.000406683854565646	3.80986354159798
MS4A6A	1.36945622466694	5.64799243254547e-08	9.92596373337079
MS4A4A	1.07949118898566	1.07648877524761e-05	5.36290196554809
MSR1	1.23759787054248	8.17552721724631e-09	10.0090532627138
MT1H	1.03020888197571	0.231047254020221	0.655521075764736
